,Year,Month,births,country,deaths
8267,2011,August,6187.0,Serbia,7813.0
8268,2011,September,6061.0,Serbia,7430.0
8269,2011,October,5733.0,Serbia,8513.0
8270,2011,November,5335.0,Serbia,8698.0
8271,2011,December,5096.0,Serbia,8749.0
8272,2011,Unknown,0.0,Serbia,0.0
8273,2010,Total,68304.0,Serbia,103211.0
8274,2010,January,5766.0,Serbia,9310.0
8275,2010,February,5010.0,Serbia,8472.0
8276,2010,March,5512.0,Serbia,8974.0
8277,2010,April,5190.0,Serbia,8296.0
8278,2010,May,5478.0,Serbia,8712.0
8279,2010,June,5603.0,Serbia,8502.0
8280,2010,July,6128.0,Serbia,8454.0
8281,2010,August,6119.0,Serbia,8027.0
8282,2010,September,6055.0,Serbia,7910.0
8283,2010,October,6110.0,Serbia,8738.0
8284,2010,November,5590.0,Serbia,8530.0
8285,2010,December,5743.0,Serbia,9286.0
8286,2010,Unknown,0.0,Serbia,0.0
8287,2013,Total,1566.0,Seychelles,717.0
8288,2013,January,159.0,Seychelles,66.0
8289,2013,February,115.0,Seychelles,42.0
8290,2013,March,107.0,Seychelles,52.0
8291,2013,April,157.0,Seychelles,66.0
8292,2013,May,147.0,Seychelles,64.0
8293,2013,June,123.0,Seychelles,60.0
8294,2013,July,144.0,Seychelles,57.0
8295,2013,August,127.0,Seychelles,63.0
8296,2013,September,117.0,Seychelles,45.0
8297,2013,October,124.0,Seychelles,64.0
8298,2013,November,112.0,Seychelles,72.0
8299,2013,December,134.0,Seychelles,66.0
8300,2011,Total,1625.0,Seychelles,691.0
8301,2011,January,103.0,Seychelles,64.0
8302,2011,February,103.0,Seychelles,48.0
8303,2011,March,130.0,Seychelles,51.0
8304,2011,April,144.0,Seychelles,72.0
8305,2011,May,160.0,Seychelles,52.0
8306,2011,June,135.0,Seychelles,54.0
8307,2011,July,152.0,Seychelles,54.0
8308,2011,August,130.0,Seychelles,57.0
8309,2011,September,135.0,Seychelles,67.0
8310,2011,October,151.0,Seychelles,63.0
8311,2011,November,146.0,Seychelles,51.0
8312,2011,December,136.0,Seychelles,58.0
8313,2018,Total,39039.0,Singapore,21282.0
8314,2018,January,3316.0,Singapore,1931.0
8315,2018,February,2915.0,Singapore,1662.0
8316,2018,March,3367.0,Singapore,1778.0
8317,2018,April,3110.0,Singapore,1668.0
8318,2018,May,3200.0,Singapore,1829.0
8319,2018,June,3117.0,Singapore,1748.0
8320,2018,July,3172.0,Singapore,1791.0
8321,2018,August,3279.0,Singapore,1806.0
8322,2018,September,3390.0,Singapore,1655.0
8323,2018,October,3513.0,Singapore,1773.0
8324,2018,November,3372.0,Singapore,1703.0
8325,2018,December,3288.0,Singapore,1938.0
8326,2018,Unknown,0.0,Singapore,0.0
8327,2017,Total,39615.0,Singapore,20905.0
8328,2017,January,3384.0,Singapore,1768.0
8329,2017,February,3020.0,Singapore,1577.0
8330,2017,March,3389.0,Singapore,1779.0
8331,2017,April,3121.0,Singapore,1661.0
8332,2017,May,3182.0,Singapore,1902.0
8333,2017,June,3137.0,Singapore,1925.0
8334,2017,July,3323.0,Singapore,1842.0
8335,2017,August,3417.0,Singapore,1751.0
8336,2017,September,3423.0,Singapore,1590.0
8337,2017,October,3483.0,Singapore,1759.0
8338,2017,November,3418.0,Singapore,1666.0
8339,2017,December,3318.0,Singapore,1685.0
8340,2017,Unknown,0.0,Singapore,0.0
8341,2016,Total,41251.0,Singapore,20017.0
8342,2016,January,3310.0,Singapore,1635.0
8343,2016,February,3104.0,Singapore,1592.0
8344,2016,March,3513.0,Singapore,1780.0
8345,2016,April,3370.0,Singapore,1684.0
8346,2016,May,3412.0,Singapore,1728.0
8347,2016,June,3496.0,Singapore,1585.0
8348,2016,July,3449.0,Singapore,1859.0
8349,2016,August,3489.0,Singapore,1747.0
8350,2016,September,3684.0,Singapore,1583.0
8351,2016,October,3549.0,Singapore,1716.0
8352,2016,November,3465.0,Singapore,1510.0
8353,2016,December,3410.0,Singapore,1598.0
8354,2015,Total,42185.0,Singapore,19862.0
8355,2015,January,3700.0,Singapore,1701.0
8356,2015,February,3027.0,Singapore,1481.0
8357,2015,March,3441.0,Singapore,1680.0
8358,2015,April,3364.0,Singapore,1589.0
8359,2015,May,3421.0,Singapore,1725.0
8360,2015,June,3304.0,Singapore,1827.0
8361,2015,July,3525.0,Singapore,1781.0
8362,2015,August,3472.0,Singapore,1689.0
8363,2015,September,3786.0,Singapore,1554.0
8364,2015,October,3778.0,Singapore,1625.0
8365,2015,November,3667.0,Singapore,1589.0
8366,2015,December,3700.0,Singapore,1621.0
8367,2014,Total,42232.0,Singapore,19393.0
8368,2014,January,3252.0,Singapore,1652.0
8369,2014,February,3229.0,Singapore,1615.0
8370,2014,March,3424.0,Singapore,1619.0
8371,2014,April,3494.0,Singapore,1566.0
8372,2014,May,3606.0,Singapore,1690.0
8373,2014,June,3366.0,Singapore,1719.0
8374,2014,July,3567.0,Singapore,1686.0
8375,2014,August,3436.0,Singapore,1663.0
8376,2014,September,3667.0,Singapore,1599.0
8377,2014,October,3906.0,Singapore,1528.0
8378,2014,November,3735.0,Singapore,1503.0
8379,2014,December,3550.0,Singapore,1553.0
8380,2014,Unknown,0.0,Singapore,0.0
8381,2013,Total,39720.0,Singapore,18938.0
8382,2013,January,3652.0,Singapore,1649.0
8383,2013,February,3019.0,Singapore,1475.0
8384,2013,March,3352.0,Singapore,1680.0
8385,2013,April,3018.0,Singapore,1634.0
8386,2013,May,3282.0,Singapore,1608.0
8387,2013,June,3207.0,Singapore,1711.0
8388,2013,July,3176.0,Singapore,1538.0
8389,2013,August,3268.0,Singapore,1506.0
8390,2013,September,3420.0,Singapore,1470.0
8391,2013,October,3531.0,Singapore,1572.0
8392,2013,November,3426.0,Singapore,1447.0
8393,2013,December,3369.0,Singapore,1648.0
8394,2013,Unknown,0.0,Singapore,0.0
8395,2012,Total,42663.0,Singapore,18481.0
8396,2012,January,3267.0,Singapore,1532.0
8397,2012,February,3275.0,Singapore,1465.0
8398,2012,March,3453.0,Singapore,1514.0
8399,2012,April,3355.0,Singapore,1496.0
8400,2012,May,3502.0,Singapore,1682.0
8401,2012,June,3289.0,Singapore,1561.0
8402,2012,July,3499.0,Singapore,1591.0
8403,2012,August,3727.0,Singapore,1574.0
8404,2012,September,3728.0,Singapore,1500.0
8405,2012,October,4086.0,Singapore,1532.0
8406,2012,November,3838.0,Singapore,1465.0
8407,2012,December,3644.0,Singapore,1569.0
8408,2012,Unknown,0.0,Singapore,0.0
8409,2011,Total,39654.0,Singapore,18027.0
8410,2011,January,3076.0,Singapore,1565.0
8411,2011,February,2820.0,Singapore,1473.0
8412,2011,March,3423.0,Singapore,1533.0
8413,2011,April,3249.0,Singapore,1451.0
8414,2011,May,3233.0,Singapore,1666.0
8415,2011,June,3338.0,Singapore,1501.0
8416,2011,July,3291.0,Singapore,1567.0
8417,2011,August,3262.0,Singapore,1457.0
8418,2011,September,3509.0,Singapore,1392.0
8419,2011,October,3583.0,Singapore,1478.0
8420,2011,November,3490.0,Singapore,1490.0
8421,2011,December,3380.0,Singapore,1454.0
8422,2011,Unknown,0.0,Singapore,0.0
8423,2010,Total,37967.0,Singapore,17610.0
8424,2010,January,3201.0,Singapore,1464.0
8425,2010,February,2867.0,Singapore,1337.0
8426,2010,March,3252.0,Singapore,1472.0
8427,2010,April,3129.0,Singapore,1487.0
8428,2010,May,3173.0,Singapore,1634.0
8429,2010,June,3122.0,Singapore,1485.0
8430,2010,July,3165.0,Singapore,1490.0
8431,2010,August,3092.0,Singapore,1516.0
8432,2010,September,3374.0,Singapore,1376.0
8433,2010,October,3228.0,Singapore,1508.0
8434,2010,November,3201.0,Singapore,1385.0
8435,2010,December,3163.0,Singapore,1456.0
8436,2010,Unknown,0.0,Singapore,0.0
8437,2017,Total,57969.0,Slovakia,53914.0
8438,2017,January,4791.0,Slovakia,6172.0
8439,2017,February,4509.0,Slovakia,4853.0
8440,2017,March,4792.0,Slovakia,4639.0
8441,2017,April,4469.0,Slovakia,4324.0
8442,2017,May,4975.0,Slovakia,4138.0
8443,2017,June,4843.0,Slovakia,3941.0
8444,2017,July,5224.0,Slovakia,4114.0
8445,2017,August,5287.0,Slovakia,4347.0
8446,2017,September,5093.0,Slovakia,4157.0
8447,2017,October,4828.0,Slovakia,4387.0
8448,2017,November,4566.0,Slovakia,4283.0
8449,2017,December,4592.0,Slovakia,4559.0
8450,2016,Total,57557.0,Slovakia,52351.0
8451,2016,January,4580.0,Slovakia,4506.0
8452,2016,February,4432.0,Slovakia,4310.0
8453,2016,March,4648.0,Slovakia,4501.0
8454,2016,April,4551.0,Slovakia,4268.0
8455,2016,May,4533.0,Slovakia,4388.0
8456,2016,June,4669.0,Slovakia,4030.0
8457,2016,July,5309.0,Slovakia,4122.0
8458,2016,August,5380.0,Slovakia,4036.0
8459,2016,September,5397.0,Slovakia,4139.0
8460,2016,October,4877.0,Slovakia,4587.0
8461,2016,November,4581.0,Slovakia,4481.0
8462,2016,December,4600.0,Slovakia,4983.0
8463,2015,Total,55602.0,Slovakia,53826.0
8464,2015,January,4631.0,Slovakia,5431.0
8465,2015,February,4120.0,Slovakia,5001.0
8466,2015,March,4371.0,Slovakia,5000.0
8467,2015,April,4554.0,Slovakia,4521.0
8468,2015,May,4484.0,Slovakia,4203.0
8469,2015,June,4709.0,Slovakia,4124.0
8470,2015,July,5053.0,Slovakia,4407.0
8471,2015,August,4903.0,Slovakia,4376.0
8472,2015,September,5159.0,Slovakia,4041.0
8473,2015,October,4641.0,Slovakia,4232.0
8474,2015,November,4372.0,Slovakia,4152.0
8475,2015,December,4605.0,Slovakia,4338.0
8476,2014,Total,55033.0,Slovakia,51346.0
8477,2014,January,4589.0,Slovakia,4524.0
8478,2014,February,3982.0,Slovakia,3959.0
8479,2014,March,4355.0,Slovakia,4470.0
8480,2014,April,4412.0,Slovakia,4293.0
8481,2014,May,4497.0,Slovakia,4447.0
8482,2014,June,4684.0,Slovakia,4079.0
8483,2014,July,5279.0,Slovakia,4193.0
8484,2014,August,4794.0,Slovakia,4115.0
8485,2014,September,5095.0,Slovakia,4166.0
8486,2014,October,4693.0,Slovakia,4448.0
8487,2014,November,4162.0,Slovakia,4175.0
8488,2014,December,4491.0,Slovakia,4477.0
8489,2013,Total,54823.0,Slovakia,52089.0
8490,2013,January,4600.0,Slovakia,4915.0
8491,2013,February,4064.0,Slovakia,4585.0
8492,2013,March,4461.0,Slovakia,4776.0
8493,2013,April,4400.0,Slovakia,4430.0
8494,2013,May,4655.0,Slovakia,4056.0
8495,2013,June,4510.0,Slovakia,4224.0
8496,2013,July,5000.0,Slovakia,4172.0
8497,2013,August,4886.0,Slovakia,4211.0
8498,2013,September,4969.0,Slovakia,3978.0
8499,2013,October,4709.0,Slovakia,4248.0
8500,2013,November,4129.0,Slovakia,4075.0
8501,2013,December,4440.0,Slovakia,4419.0
8502,2012,Total,55535.0,Slovakia,52437.0
8503,2012,January,4638.0,Slovakia,4611.0
8504,2012,February,4255.0,Slovakia,4462.0
8505,2012,March,4446.0,Slovakia,4718.0
8506,2012,April,4289.0,Slovakia,4606.0
8507,2012,May,4632.0,Slovakia,4213.0
8508,2012,June,4436.0,Slovakia,4141.0
8509,2012,July,4941.0,Slovakia,4387.0
8510,2012,August,5012.0,Slovakia,4261.0
8511,2012,September,5002.0,Slovakia,3924.0
8512,2012,October,4828.0,Slovakia,4337.0
8513,2012,November,4533.0,Slovakia,4133.0
8514,2012,December,4523.0,Slovakia,4644.0
8515,2012,Unknown,0.0,Slovakia,0.0
8516,2011,Total,60813.0,Slovakia,51903.0
8517,2011,January,5477.0,Slovakia,4759.0
8518,2011,February,4989.0,Slovakia,4373.0
8519,2011,March,5477.0,Slovakia,4652.0
8520,2011,April,4881.0,Slovakia,4241.0
8521,2011,May,5135.0,Slovakia,4360.0
8522,2011,June,5210.0,Slovakia,4035.0
8523,2011,July,5506.0,Slovakia,4236.0
8524,2011,August,5435.0,Slovakia,4135.0
8525,2011,September,5443.0,Slovakia,3871.0
8526,2011,October,4590.0,Slovakia,4468.0
8527,2011,November,4320.0,Slovakia,4268.0
8528,2011,December,4350.0,Slovakia,4505.0
8529,2010,Total,60410.0,Slovakia,53445.0
8530,2010,January,5380.0,Slovakia,4685.0
8531,2010,February,4828.0,Slovakia,4282.0
8532,2010,March,5327.0,Slovakia,4498.0
8533,2010,April,4984.0,Slovakia,4415.0
8534,2010,May,5313.0,Slovakia,4393.0
8535,2010,June,5129.0,Slovakia,4237.0
8536,2010,July,5367.0,Slovakia,4719.0
8537,2010,August,5045.0,Slovakia,4305.0
8538,2010,September,5204.0,Slovakia,4319.0
8539,2010,October,4639.0,Slovakia,4541.0
8540,2010,November,4590.0,Slovakia,4298.0
8541,2010,December,4604.0,Slovakia,4753.0
8542,2010,Unknown,0.0,Slovakia,0.0
8543,2019,January - March,4517.0,Slovenia,5968.0
8544,2019,April - June,4827.0,Slovenia,4742.0
8545,2018,Total,19481.0,Slovenia,20455.0
8546,2018,January - March,4675.0,Slovenia,5739.0
8547,2018,April - June,4852.0,Slovenia,4763.0
8548,2018,July - September,5239.0,Slovenia,4754.0
8549,2018,October - December,4715.0,Slovenia,5199.0
8550,2017,Total,20241.0,Slovenia,20509.0
8551,2017,January,1626.0,Slovenia,2425.0
8552,2017,February,1503.0,Slovenia,1989.0
8553,2017,March,1639.0,Slovenia,1790.0
8554,2017,April,1628.0,Slovenia,1583.0
8555,2017,May,1733.0,Slovenia,1596.0
8556,2017,June,1751.0,Slovenia,1464.0
8557,2017,July,1884.0,Slovenia,1526.0
8558,2017,August,1893.0,Slovenia,1556.0
8559,2017,September,1765.0,Slovenia,1503.0
8560,2017,October,1753.0,Slovenia,1657.0
8561,2017,November,1548.0,Slovenia,1657.0
8562,2017,December,1518.0,Slovenia,1763.0
8563,2016,Total,20345.0,Slovenia,19689.0
8564,2016,January,1702.0,Slovenia,1943.0
8565,2016,February,1529.0,Slovenia,1750.0
8566,2016,March,1684.0,Slovenia,1825.0
8567,2016,April,1630.0,Slovenia,1596.0
8568,2016,May,1716.0,Slovenia,1580.0
8569,2016,June,1710.0,Slovenia,1459.0
8570,2016,July,1898.0,Slovenia,1517.0
8571,2016,August,1862.0,Slovenia,1505.0
8572,2016,September,1852.0,Slovenia,1501.0
8573,2016,October,1676.0,Slovenia,1690.0
8574,2016,November,1545.0,Slovenia,1573.0
8575,2016,December,1541.0,Slovenia,1750.0
8576,2015,Total,20641.0,Slovenia,19834.0
8577,2015,January,1729.0,Slovenia,1922.0
8578,2015,February,1560.0,Slovenia,1767.0
8579,2015,March,1599.0,Slovenia,1911.0
8580,2015,April,1662.0,Slovenia,1770.0
8581,2015,May,1826.0,Slovenia,1504.0
8582,2015,June,1802.0,Slovenia,1440.0
8583,2015,July,1910.0,Slovenia,1662.0
8584,2015,August,1820.0,Slovenia,1523.0
8585,2015,September,1807.0,Slovenia,1384.0
8586,2015,October,1759.0,Slovenia,1683.0
8587,2015,November,1608.0,Slovenia,1608.0
8588,2015,December,1559.0,Slovenia,1660.0
8589,2014,Total,21165.0,Slovenia,18886.0
8590,2014,January,1760.0,Slovenia,1673.0
8591,2014,February,1532.0,Slovenia,1643.0
8592,2014,March,1701.0,Slovenia,1773.0
8593,2014,April,1794.0,Slovenia,1540.0
8594,2014,May,1806.0,Slovenia,1475.0
8595,2014,June,1767.0,Slovenia,1458.0
8596,2014,July,1954.0,Slovenia,1546.0
8597,2014,August,1934.0,Slovenia,1446.0
8598,2014,September,1845.0,Slovenia,1467.0
8599,2014,October,1853.0,Slovenia,1654.0
8600,2014,November,1588.0,Slovenia,1525.0
8601,2014,December,1631.0,Slovenia,1686.0
8602,2013,Total,21111.0,Slovenia,19334.0
8603,2013,January,1727.0,Slovenia,1872.0
8604,2013,February,1495.0,Slovenia,1750.0
8605,2013,March,1730.0,Slovenia,1832.0
8606,2013,April,1623.0,Slovenia,1678.0
8607,2013,May,1841.0,Slovenia,1464.0
8608,2013,June,1752.0,Slovenia,1568.0
8609,2013,July,1957.0,Slovenia,1520.0
8610,2013,August,1920.0,Slovenia,1473.0
8611,2013,September,1897.0,Slovenia,1473.0
8612,2013,October,1877.0,Slovenia,1558.0
8613,2013,November,1672.0,Slovenia,1467.0
8614,2013,December,1620.0,Slovenia,1679.0
8615,2012,Total,21938.0,Slovenia,19257.0
8616,2012,January,1852.0,Slovenia,1716.0
8617,2012,February,1670.0,Slovenia,1802.0
8618,2012,March,1704.0,Slovenia,1984.0
8619,2012,April,1791.0,Slovenia,1589.0
8620,2012,May,1903.0,Slovenia,1511.0
8621,2012,June,1758.0,Slovenia,1427.0
8622,2012,July,1945.0,Slovenia,1529.0
8623,2012,August,1979.0,Slovenia,1467.0
8624,2012,September,1967.0,Slovenia,1410.0
8625,2012,October,1936.0,Slovenia,1602.0
8626,2012,November,1770.0,Slovenia,1567.0
8627,2012,December,1663.0,Slovenia,1653.0
8628,2012,Unknown,0.0,Slovenia,0.0
8629,2011,Total,21947.0,Slovenia,18699.0
8630,2011,January,1868.0,Slovenia,1784.0
8631,2011,February,1603.0,Slovenia,1574.0
8632,2011,March,1815.0,Slovenia,1682.0
8633,2011,April,1790.0,Slovenia,1529.0
8634,2011,May,1829.0,Slovenia,1506.0
8635,2011,June,1794.0,Slovenia,1413.0
8636,2011,July,2013.0,Slovenia,1458.0
8637,2011,August,2027.0,Slovenia,1535.0
8638,2011,September,1932.0,Slovenia,1438.0
8639,2011,October,1780.0,Slovenia,1579.0
8640,2011,November,1785.0,Slovenia,1537.0
8641,2011,December,1711.0,Slovenia,1664.0
8642,2011,Unknown,0.0,Slovenia,0.0
8643,2010,Total,22343.0,Slovenia,18609.0
8644,2010,January,1876.0,Slovenia,1548.0
8645,2010,February,1712.0,Slovenia,1565.0
8646,2010,March,1898.0,Slovenia,1604.0
8647,2010,April,1775.0,Slovenia,1587.0
8648,2010,May,1863.0,Slovenia,1538.0
8649,2010,June,1844.0,Slovenia,1503.0
8650,2010,July,1991.0,Slovenia,1545.0
8651,2010,August,1907.0,Slovenia,1408.0
8652,2010,September,1979.0,Slovenia,1538.0
8653,2010,October,1958.0,Slovenia,1594.0
8654,2010,November,1759.0,Slovenia,1507.0
8655,2010,December,1781.0,Slovenia,1672.0
8656,2010,Unknown,0.0,Slovenia,0.0
8657,2018,Total,367374.0,Spain,423636.0
8658,2018,January,31573.0,Spain,47639.0
8659,2018,February,28062.0,Spain,39539.0
8660,2018,March,30169.0,Spain,39552.0
8661,2018,April,29268.0,Spain,34743.0
8662,2018,May,30868.0,Spain,33189.0
8663,2018,June,30331.0,Spain,31680.0
8664,2018,July,32257.0,Spain,31958.0
8665,2018,August,32745.0,Spain,32876.0
8666,2018,September,31073.0,Spain,29968.0
8667,2018,October,32666.0,Spain,32503.0
8668,2018,November,30171.0,Spain,33873.0
8669,2018,December,28191.0,Spain,36116.0
8670,2017,Total,391265.0,Spain,422037.0
8671,2017,January,32541.0,Spain,49139.0
8672,2017,February,29647.0,Spain,37267.0
8673,2017,March,32706.0,Spain,35566.0
8674,2017,April,30600.0,Spain,33042.0
8675,2017,May,32602.0,Spain,33437.0
8676,2017,June,31933.0,Spain,32042.0
8677,2017,July,33861.0,Spain,31714.0
8678,2017,August,33889.0,Spain,32158.0
8679,2017,September,33566.0,Spain,29809.0
8680,2017,October,34904.0,Spain,32434.0
8681,2017,November,33175.0,Spain,33963.0
8682,2017,December,31841.0,Spain,41466.0
8683,2016,Total,408734.0,Spain,408231.0
8684,2016,January,34333.0,Spain,38162.0
8685,2016,February,31959.0,Spain,35389.0
8686,2016,March,34140.0,Spain,37978.0
8687,2016,April,31613.0,Spain,33523.0
8688,2016,May,33288.0,Spain,32776.0
8689,2016,June,34054.0,Spain,31317.0
8690,2016,July,35653.0,Spain,32772.0
8691,2016,August,36041.0,Spain,32028.0
8692,2016,September,35996.0,Spain,29825.0
8693,2016,October,35533.0,Spain,31825.0
8694,2016,November,33181.0,Spain,33613.0
8695,2016,December,32943.0,Spain,39023.0
8696,2015,Total,418432.0,Spain,420408.0
8697,2015,January,35337.0,Spain,47066.0
8698,2015,February,31211.0,Spain,42300.0
8699,2015,March,35058.0,Spain,38811.0
8700,2015,April,33689.0,Spain,33534.0
8701,2015,May,34980.0,Spain,32489.0
8702,2015,June,33785.0,Spain,30872.0
8703,2015,July,36238.0,Spain,35458.0
8704,2015,August,35333.0,Spain,31066.0
8705,2015,September,36512.0,Spain,28649.0
8706,2015,October,36535.0,Spain,31710.0
8707,2015,November,34784.0,Spain,32191.0
8708,2015,December,34970.0,Spain,36262.0
8709,2014,Total,426076.0,Spain,393734.0
8710,2014,January,35692.0,Spain,40209.0
8711,2014,February,31615.0,Spain,34699.0
8712,2014,March,35967.0,Spain,35014.0
8713,2014,April,34335.0,Spain,31731.0
8714,2014,May,35489.0,Spain,31358.0
8715,2014,June,34589.0,Spain,30474.0
8716,2014,July,36821.0,Spain,30835.0
8717,2014,August,35928.0,Spain,30144.0
8718,2014,September,37550.0,Spain,28861.0
8719,2014,October,37153.0,Spain,31777.0
8720,2014,November,34922.0,Spain,32325.0
8721,2014,December,36015.0,Spain,36307.0
8722,2013,Total,424440.0,Spain,388600.0
8723,2013,January,36869.0,Spain,36926.0
8724,2013,February,32211.0,Spain,33865.0
8725,2013,March,34459.0,Spain,36156.0
8726,2013,April,34509.0,Spain,31365.0
8727,2013,May,34901.0,Spain,31160.0
8728,2013,June,33877.0,Spain,30113.0
8729,2013,July,36879.0,Spain,31886.0
8730,2013,August,36328.0,Spain,29776.0
8731,2013,September,36716.0,Spain,28055.0
8732,2013,October,37510.0,Spain,30396.0
8733,2013,November,35154.0,Spain,31988.0
8734,2013,December,35027.0,Spain,36914.0
8735,2012,Total,453348.0,Spain,401122.0
8736,2012,January,38360.0,Spain,39878.0
8737,2012,February,35816.0,Spain,43586.0
8738,2012,March,38101.0,Spain,39139.0
8739,2012,April,36470.0,Spain,32780.0
8740,2012,May,38850.0,Spain,32134.0
8741,2012,June,36565.0,Spain,29205.0
8742,2012,July,38474.0,Spain,29439.0
8743,2012,August,39135.0,Spain,30528.0
8744,2012,September,38331.0,Spain,27910.0
8745,2012,October,39919.0,Spain,30165.0
8746,2012,November,37078.0,Spain,31681.0
8747,2012,December,36249.0,Spain,34677.0
8748,2012,Unknown,0.0,Spain,0.0
8749,2011,Total,470553.0,Spain,386017.0
8750,2011,January,38502.0,Spain,38081.0
8751,2011,February,36608.0,Spain,33851.0
8752,2011,March,39900.0,Spain,34515.0
8753,2011,April,37396.0,Spain,30860.0
8754,2011,May,39323.0,Spain,30941.0
8755,2011,June,38106.0,Spain,29602.0
8756,2011,July,40310.0,Spain,30188.0
8757,2011,August,41281.0,Spain,30450.0
8758,2011,September,39922.0,Spain,28332.0
8759,2011,October,40596.0,Spain,31420.0
8760,2011,November,39643.0,Spain,31799.0
8761,2011,December,38966.0,Spain,35978.0
8762,2011,Unknown,0.0,Spain,0.0
8763,2010,Total,485252.0,Spain,380234.0
8764,2010,January,40449.0,Spain,36755.0
8765,2010,February,36121.0,Spain,32450.0
8766,2010,March,40359.0,Spain,33469.0
8767,2010,April,38504.0,Spain,31224.0
8768,2010,May,39563.0,Spain,31140.0
8769,2010,June,38091.0,Spain,29045.0
8770,2010,July,40487.0,Spain,31419.0
8771,2010,August,40794.0,Spain,29553.0
8772,2010,September,42559.0,Spain,27606.0
8773,2010,October,43382.0,Spain,30945.0
8774,2010,November,41448.0,Spain,31704.0
8775,2010,December,43495.0,Spain,34924.0
8776,2010,Unknown,0.0,Spain,0.0
8777,2012,Total,355900.0,Sri Lanka,122063.0
8778,2012,January,32326.0,Sri Lanka,11566.0
8779,2012,February,27481.0,Sri Lanka,10119.0
8780,2012,March,28773.0,Sri Lanka,10529.0
8781,2012,April,26253.0,Sri Lanka,9482.0
8782,2012,May,30648.0,Sri Lanka,11128.0
8783,2012,June,30784.0,Sri Lanka,10141.0
8784,2012,July,29701.0,Sri Lanka,9951.0
8785,2012,August,29063.0,Sri Lanka,9541.0
8786,2012,September,29268.0,Sri Lanka,9368.0
8787,2012,October,31356.0,Sri Lanka,9633.0
8788,2012,November,31681.0,Sri Lanka,10385.0
8789,2012,December,28566.0,Sri Lanka,10220.0
8790,2011,Total,363415.0,Sri Lanka,123261.0
8791,2011,January,28481.0,Sri Lanka,12557.0
8792,2011,February,25417.0,Sri Lanka,11079.0
8793,2011,March,28550.0,Sri Lanka,11290.0
8794,2011,April,27127.0,Sri Lanka,9364.0
8795,2011,May,30680.0,Sri Lanka,10146.0
8796,2011,June,31919.0,Sri Lanka,9846.0
8797,2011,July,31294.0,Sri Lanka,9496.0
8798,2011,August,31904.0,Sri Lanka,9361.0
8799,2011,September,32424.0,Sri Lanka,9711.0
8800,2011,October,32505.0,Sri Lanka,9358.0
8801,2011,November,32970.0,Sri Lanka,9997.0
8802,2011,December,30144.0,Sri Lanka,11056.0
8803,2010,Total,364565.0,Sri Lanka,128603.0
8804,2010,January,28474.0,Sri Lanka,11133.0
8805,2010,February,28255.0,Sri Lanka,10701.0
8806,2010,March,29685.0,Sri Lanka,10587.0
8807,2010,April,28059.0,Sri Lanka,9571.0
8808,2010,May,28886.0,Sri Lanka,10849.0
8809,2010,June,31872.0,Sri Lanka,11576.0
8810,2010,July,31592.0,Sri Lanka,11471.0
8811,2010,August,30240.0,Sri Lanka,10261.0
8812,2010,September,31254.0,Sri Lanka,10494.0
8813,2010,October,32512.0,Sri Lanka,10659.0
8814,2010,November,31984.0,Sri Lanka,10432.0
8815,2010,December,31752.0,Sri Lanka,10869.0
8816,2017,Total,9785.0,Suriname,3508.0
8817,2017,January,790.0,Suriname,329.0
8818,2017,February,674.0,Suriname,238.0
8819,2017,March,816.0,Suriname,308.0
8820,2017,April,668.0,Suriname,294.0
8821,2017,May,773.0,Suriname,288.0
8822,2017,June,743.0,Suriname,252.0
8823,2017,July,745.0,Suriname,297.0
8824,2017,August,786.0,Suriname,331.0
8825,2017,September,942.0,Suriname,321.0
8826,2017,October,1005.0,Suriname,320.0
8827,2017,November,951.0,Suriname,285.0
8828,2017,December,892.0,Suriname,245.0
8829,2016,Total,9910.0,Suriname,3591.0
8830,2016,January,943.0,Suriname,327.0
8831,2016,February,792.0,Suriname,275.0
8832,2016,March,875.0,Suriname,332.0
8833,2016,April,832.0,Suriname,320.0
8834,2016,May,825.0,Suriname,304.0
8835,2016,June,717.0,Suriname,274.0
8836,2016,July,715.0,Suriname,277.0
8837,2016,August,757.0,Suriname,306.0
8838,2016,September,909.0,Suriname,325.0
8839,2016,October,858.0,Suriname,300.0
8840,2016,November,848.0,Suriname,273.0
8841,2016,December,839.0,Suriname,278.0
8842,2015,Total,10148.0,Suriname,3663.0
8843,2015,January,855.0,Suriname,329.0
8844,2015,February,727.0,Suriname,284.0
8845,2015,March,802.0,Suriname,324.0
8846,2015,April,783.0,Suriname,264.0
8847,2015,May,815.0,Suriname,308.0
8848,2015,June,800.0,Suriname,294.0
8849,2015,July,750.0,Suriname,314.0
8850,2015,August,859.0,Suriname,333.0
8851,2015,September,909.0,Suriname,292.0
8852,2015,October,930.0,Suriname,317.0
8853,2015,November,932.0,Suriname,300.0
8854,2015,December,986.0,Suriname,304.0
8855,2014,Total,10407.0,Suriname,3738.0
8856,2014,January,929.0,Suriname,298.0
8857,2014,February,711.0,Suriname,301.0
8858,2014,March,798.0,Suriname,305.0
8859,2014,April,804.0,Suriname,310.0
8860,2014,May,826.0,Suriname,302.0
8861,2014,June,773.0,Suriname,255.0
8862,2014,July,788.0,Suriname,339.0
8863,2014,August,848.0,Suriname,306.0
8864,2014,September,1021.0,Suriname,326.0
8865,2014,October,1008.0,Suriname,324.0
8866,2014,November,925.0,Suriname,351.0
