,country,date,fatal,confirmed,recovered
3487,Italy,2020-04-20,24114,24114,24114
3482,Hungary,2020-04-20,199,199,199
3481,Greece,2020-04-20,116,116,116
3483,India,2020-04-20,592,592,592
3538,Spain,2020-04-21,21282,21282,21282
3532,Norway,2020-04-21,182,182,182
3533,Philippines,2020-04-21,437,437,437
3534,Poland,2020-04-21,401,401,401
3535,Portugal,2020-04-21,762,762,762
3536,Russia,2020-04-21,456,456,456
3537,South Africa,2020-04-21,58,58,58
3539,Sweden,2020-04-21,1765,1765,1765
3531,Netherlands,2020-04-21,3929,3929,3929
3541,Taiwan*,2020-04-21,6,6,6
3542,Thailand,2020-04-21,48,48,48
3543,Tunisia,2020-04-21,38,38,38
3544,Turkey,2020-04-21,2259,2259,2259
3545,US,2020-04-21,45086,45086,45086
3546,United Arab Emirates,2020-04-21,46,46,46
3547,United Kingdom,2020-04-21,20264,20264,20264
3548,Vietnam,2020-04-21,0,0,0
3540,Switzerland,2020-04-21,1478,1478,1478
3530,Mexico,2020-04-21,857,857,857
3529,Luxembourg,2020-04-21,78,78,78
3528,"Korea, South",2020-04-21,237,237,237
3511,Austria,2020-04-21,491,491,491
3512,Belgium,2020-04-21,5998,5998,5998
3513,Brazil,2020-04-21,2741,2741,2741
3514,Canada,2020-04-21,1910,1910,1910
3515,China,2020-04-21,4636,4636,4636
3516,Denmark,2020-04-21,370,370,370
3517,Finland,2020-04-21,141,141,141
3518,France,2020-04-21,20798,20798,20798
3510,Australia,2020-04-21,67,67,67
3520,Greece,2020-04-21,121,121,121
3521,Hungary,2020-04-21,213,213,213
3522,India,2020-04-21,645,645,645
3523,Indonesia,2020-04-21,616,616,616
3524,Iran,2020-04-21,5297,5297,5297
3525,Israel,2020-04-21,184,184,184
3526,Italy,2020-04-21,24648,24648,24648
3527,Japan,2020-04-21,263,263,263
3519,Germany,2020-04-21,5033,5033,5033
3575,Russia,2020-04-22,513,513,513
3574,Portugal,2020-04-22,785,785,785
3570,Netherlands,2020-04-22,4068,4068,4068
3572,Philippines,2020-04-22,446,446,446
3571,Norway,2020-04-22,187,187,187
3576,South Africa,2020-04-22,65,65,65
3573,Poland,2020-04-22,426,426,426
3577,Spain,2020-04-22,21717,21717,21717
3582,Tunisia,2020-04-22,38,38,38
3579,Switzerland,2020-04-22,1509,1509,1509
3580,Taiwan*,2020-04-22,6,6,6
3581,Thailand,2020-04-22,49,49,49
3583,Turkey,2020-04-22,2376,2376,2376
3584,US,2020-04-22,47412,47412,47412
3585,United Arab Emirates,2020-04-22,52,52,52
3586,United Kingdom,2020-04-22,21111,21111,21111
3569,Mexico,2020-04-22,970,970,970
3578,Sweden,2020-04-22,1937,1937,1937
3568,Luxembourg,2020-04-22,80,80,80
3587,Vietnam,2020-04-22,0,0,0
3566,Japan,2020-04-22,281,281,281
3549,Australia,2020-04-22,67,67,67
3550,Austria,2020-04-22,510,510,510
3551,Belgium,2020-04-22,6262,6262,6262
3552,Brazil,2020-04-22,2906,2906,2906
3553,Canada,2020-04-22,2078,2078,2078
3554,China,2020-04-22,4636,4636,4636
3555,Denmark,2020-04-22,384,384,384
3556,Finland,2020-04-22,149,149,149
3567,"Korea, South",2020-04-22,238,238,238
3558,Germany,2020-04-22,5279,5279,5279
3559,Greece,2020-04-22,121,121,121
3560,Hungary,2020-04-22,225,225,225
3561,India,2020-04-22,681,681,681
3562,Indonesia,2020-04-22,635,635,635
3563,Iran,2020-04-22,5391,5391,5391
3564,Israel,2020-04-22,189,189,189
3565,Italy,2020-04-22,25085,25085,25085
3557,France,2020-04-22,21342,21342,21342
3614,Russia,2020-04-23,555,555,555
3613,Portugal,2020-04-23,820,820,820
3609,Netherlands,2020-04-23,4192,4192,4192
3611,Philippines,2020-04-23,462,462,462
3610,Norway,2020-04-23,194,194,194
3615,South Africa,2020-04-23,75,75,75
3612,Poland,2020-04-23,454,454,454
3616,Spain,2020-04-23,22157,22157,22157
3621,Tunisia,2020-04-23,38,38,38
3618,Switzerland,2020-04-23,1549,1549,1549
3619,Taiwan*,2020-04-23,6,6,6
3620,Thailand,2020-04-23,50,50,50
3622,Turkey,2020-04-23,2491,2491,2491
3623,US,2020-04-23,49724,49724,49724
3624,United Arab Emirates,2020-04-23,56,56,56
3625,United Kingdom,2020-04-23,21840,21840,21840
3608,Mexico,2020-04-23,1069,1069,1069
3617,Sweden,2020-04-23,2021,2021,2021
3626,Vietnam,2020-04-23,0,0,0
3607,Luxembourg,2020-04-23,83,83,83
3605,Japan,2020-04-23,328,328,328
3606,"Korea, South",2020-04-23,240,240,240
3588,Australia,2020-04-23,75,75,75
3589,Austria,2020-04-23,522,522,522
3590,Belgium,2020-04-23,6490,6490,6490
3591,Brazil,2020-04-23,3331,3331,3331
3593,China,2020-04-23,4636,4636,4636
3594,Denmark,2020-04-23,394,394,394
3595,Finland,2020-04-23,172,172,172
3592,Canada,2020-04-23,2241,2241,2241
3597,Germany,2020-04-23,5575,5575,5575
3596,France,2020-04-23,21858,21858,21858
3603,Israel,2020-04-23,192,192,192
3602,Iran,2020-04-23,5481,5481,5481
3601,Indonesia,2020-04-23,647,647,647
3604,Italy,2020-04-23,25549,25549,25549
3599,Hungary,2020-04-23,239,239,239
3598,Greece,2020-04-23,125,125,125
3600,India,2020-04-23,721,721,721
3654,South Africa,2020-04-24,79,79,79
3648,Netherlands,2020-04-24,4304,4304,4304
3649,Norway,2020-04-24,199,199,199
3650,Philippines,2020-04-24,477,477,477
3651,Poland,2020-04-24,494,494,494
3652,Portugal,2020-04-24,854,854,854
3653,Russia,2020-04-24,615,615,615
3655,Spain,2020-04-24,22524,22524,22524
3647,Mexico,2020-04-24,1221,1221,1221
3657,Switzerland,2020-04-24,1589,1589,1589
3658,Taiwan*,2020-04-24,6,6,6
3659,Thailand,2020-04-24,51,51,51
3660,Tunisia,2020-04-24,38,38,38
3661,Turkey,2020-04-24,2600,2600,2600
3662,US,2020-04-24,51493,51493,51493
3663,United Arab Emirates,2020-04-24,64,64,64
3664,United Kingdom,2020-04-24,22853,22853,22853
3656,Sweden,2020-04-24,2152,2152,2152
3646,Luxembourg,2020-04-24,85,85,85
3665,Vietnam,2020-04-24,0,0,0
3644,Japan,2020-04-24,345,345,345
3627,Australia,2020-04-24,79,79,79
3628,Austria,2020-04-24,530,530,530
3629,Belgium,2020-04-24,6679,6679,6679
3630,Brazil,2020-04-24,3704,3704,3704
3631,Canada,2020-04-24,2402,2402,2402
3632,China,2020-04-24,4636,4636,4636
3633,Denmark,2020-04-24,403,403,403
3634,Finland,2020-04-24,177,177,177
3645,"Korea, South",2020-04-24,240,240,240
3636,Germany,2020-04-24,5760,5760,5760
3637,Greece,2020-04-24,130,130,130
3638,Hungary,2020-04-24,262,262,262
3639,India,2020-04-24,780,780,780
3640,Indonesia,2020-04-24,689,689,689
3641,Iran,2020-04-24,5574,5574,5574
3642,Israel,2020-04-24,194,194,194
3643,Italy,2020-04-24,25969,25969,25969
3635,France,2020-04-24,22248,22248,22248
3688,Norway,2020-04-25,201,201,201
3689,Philippines,2020-04-25,494,494,494
3691,Portugal,2020-04-25,880,880,880
3692,Russia,2020-04-25,681,681,681
3693,South Africa,2020-04-25,86,86,86
3694,Spain,2020-04-25,22902,22902,22902
3695,Sweden,2020-04-25,2192,2192,2192
3699,Tunisia,2020-04-25,38,38,38
3697,Taiwan*,2020-04-25,6,6,6
3698,Thailand,2020-04-25,51,51,51
3687,Netherlands,2020-04-25,4424,4424,4424
3700,Turkey,2020-04-25,2706,2706,2706
3701,US,2020-04-25,53755,53755,53755
3702,United Arab Emirates,2020-04-25,71,71,71
3703,United Kingdom,2020-04-25,23697,23697,23697
3704,Vietnam,2020-04-25,0,0,0
3696,Switzerland,2020-04-25,1599,1599,1599
3686,Mexico,2020-04-25,1305,1305,1305
3690,Poland,2020-04-25,524,524,524
3685,Luxembourg,2020-04-25,85,85,85
3684,"Korea, South",2020-04-25,242,242,242
3666,Australia,2020-04-25,80,80,80
3667,Austria,2020-04-25,536,536,536
3668,Belgium,2020-04-25,6917,6917,6917
3669,Brazil,2020-04-25,4057,4057,4057
3670,Canada,2020-04-25,2571,2571,2571
3672,Denmark,2020-04-25,418,418,418
3673,Finland,2020-04-25,186,186,186
3674,France,2020-04-25,22617,22617,22617
3671,China,2020-04-25,4636,4636,4636
3676,Greece,2020-04-25,130,130,130
3675,Germany,2020-04-25,5877,5877,5877
3682,Italy,2020-04-25,26384,26384,26384
3681,Israel,2020-04-25,199,199,199
3680,Iran,2020-04-25,5650,5650,5650
3683,Japan,2020-04-25,360,360,360
3678,India,2020-04-25,825,825,825
3677,Hungary,2020-04-25,262,262,262
3679,Indonesia,2020-04-25,720,720,720
3732,South Africa,2020-04-26,87,87,87
3726,Netherlands,2020-04-26,4491,4491,4491
3727,Norway,2020-04-26,201,201,201
3728,Philippines,2020-04-26,501,501,501
3729,Poland,2020-04-26,535,535,535
3730,Portugal,2020-04-26,903,903,903
3731,Russia,2020-04-26,747,747,747
3733,Spain,2020-04-26,23190,23190,23190
3725,Mexico,2020-04-26,1351,1351,1351
3735,Switzerland,2020-04-26,1610,1610,1610
3736,Taiwan*,2020-04-26,6,6,6
3737,Thailand,2020-04-26,51,51,51
3738,Tunisia,2020-04-26,38,38,38
3739,Turkey,2020-04-26,2805,2805,2805
3740,US,2020-04-26,54881,54881,54881
3741,United Arab Emirates,2020-04-26,76,76,76
3742,United Kingdom,2020-04-26,24117,24117,24117
3734,Sweden,2020-04-26,2194,2194,2194
3743,Vietnam,2020-04-26,0,0,0
3724,Luxembourg,2020-04-26,88,88,88
3722,Japan,2020-04-26,372,372,372
3705,Australia,2020-04-26,83,83,83
3706,Austria,2020-04-26,542,542,542
3707,Belgium,2020-04-26,7094,7094,7094
3708,Brazil,2020-04-26,4286,4286,4286
3709,Canada,2020-04-26,2687,2687,2687
3710,China,2020-04-26,4637,4637,4637
3711,Denmark,2020-04-26,422,422,422
3712,Finland,2020-04-26,190,190,190
3723,"Korea, South",2020-04-26,243,243,243
3714,Germany,2020-04-26,5976,5976,5976
3715,Greece,2020-04-26,134,134,134
3716,Hungary,2020-04-26,272,272,272
3717,India,2020-04-26,881,881,881
3718,Indonesia,2020-04-26,743,743,743
3719,Iran,2020-04-26,5710,5710,5710
3720,Israel,2020-04-26,201,201,201
3721,Italy,2020-04-26,26644,26644,26644
3713,France,2020-04-26,22859,22859,22859
3770,Russia,2020-04-27,794,794,794
3769,Portugal,2020-04-27,928,928,928
3765,Netherlands,2020-04-27,4534,4534,4534
3767,Philippines,2020-04-27,511,511,511
3766,Norway,2020-04-27,205,205,205
3771,South Africa,2020-04-27,90,90,90
3768,Poland,2020-04-27,562,562,562
3772,Spain,2020-04-27,23521,23521,23521
3777,Tunisia,2020-04-27,39,39,39
3774,Switzerland,2020-04-27,1665,1665,1665
3775,Taiwan*,2020-04-27,6,6,6
3776,Thailand,2020-04-27,52,52,52
3778,Turkey,2020-04-27,2900,2900,2900
3779,US,2020-04-27,56219,56219,56219
3780,United Arab Emirates,2020-04-27,82,82,82
3781,United Kingdom,2020-04-27,24458,24458,24458
3764,Mexico,2020-04-27,1434,1434,1434
3773,Sweden,2020-04-27,2274,2274,2274
3782,Vietnam,2020-04-27,0,0,0
3763,Luxembourg,2020-04-27,88,88,88
3761,Japan,2020-04-27,385,385,385
3762,"Korea, South",2020-04-27,244,244,244
3744,Australia,2020-04-27,83,83,83
3745,Austria,2020-04-27,549,549,549
3746,Belgium,2020-04-27,7207,7207,7207
3747,Brazil,2020-04-27,4603,4603,4603
3749,China,2020-04-27,4637,4637,4637
3750,Denmark,2020-04-27,427,427,427
3751,Finland,2020-04-27,193,193,193
3748,Canada,2020-04-27,2841,2841,2841
3753,Germany,2020-04-27,6126,6126,6126
3752,France,2020-04-27,23296,23296,23296
3759,Israel,2020-04-27,204,204,204
3758,Iran,2020-04-27,5806,5806,5806
3757,Indonesia,2020-04-27,765,765,765
3760,Italy,2020-04-27,26977,26977,26977
3755,Hungary,2020-04-27,280,280,280
3754,Greece,2020-04-27,136,136,136
3756,India,2020-04-27,939,939,939
3810,South Africa,2020-04-28,93,93,93
3804,Netherlands,2020-04-28,4582,4582,4582
3805,Norway,2020-04-28,206,206,206
3806,Philippines,2020-04-28,530,530,530
3807,Poland,2020-04-28,596,596,596
3808,Portugal,2020-04-28,948,948,948
3809,Russia,2020-04-28,867,867,867
3811,Spain,2020-04-28,23822,23822,23822
3803,Mexico,2020-04-28,1569,1569,1569
3813,Switzerland,2020-04-28,1699,1699,1699
3814,Taiwan*,2020-04-28,6,6,6
3815,Thailand,2020-04-28,54,54,54
3816,Tunisia,2020-04-28,40,40,40
3817,Turkey,2020-04-28,2992,2992,2992
3818,US,2020-04-28,58355,58355,58355
3819,United Arab Emirates,2020-04-28,89,89,89
3820,United Kingdom,2020-04-28,25369,25369,25369
3821,Vietnam,2020-04-28,0,0,0
3802,Luxembourg,2020-04-28,89,89,89
3812,Sweden,2020-04-28,2355,2355,2355
3800,Japan,2020-04-28,394,394,394
3783,Australia,2020-04-28,89,89,89
3784,Austria,2020-04-28,569,569,569
3785,Belgium,2020-04-28,7331,7331,7331
3786,Brazil,2020-04-28,5083,5083,5083
3787,Canada,2020-04-28,2983,2983,2983
3788,China,2020-04-28,4637,4637,4637
3789,Denmark,2020-04-28,434,434,434
3790,Finland,2020-04-28,199,199,199
3801,"Korea, South",2020-04-28,246,246,246
3792,Germany,2020-04-28,6314,6314,6314
3793,Greece,2020-04-28,138,138,138
3794,Hungary,2020-04-28,291,291,291
3795,India,2020-04-28,1008,1008,1008
3796,Indonesia,2020-04-28,773,773,773
3797,Iran,2020-04-28,5877,5877,5877
3798,Israel,2020-04-28,210,210,210
3799,Italy,2020-04-28,27359,27359,27359
3791,France,2020-04-28,23663,23663,23663
3848,Russia,2020-04-29,972,972,972
3847,Portugal,2020-04-29,973,973,973
3843,Netherlands,2020-04-29,4727,4727,4727
3845,Philippines,2020-04-29,558,558,558
3844,Norway,2020-04-29,207,207,207
3849,South Africa,2020-04-29,103,103,103
3846,Poland,2020-04-29,624,624,624
3850,Spain,2020-04-29,24275,24275,24275
3855,Tunisia,2020-04-29,40,40,40
3852,Switzerland,2020-04-29,1716,1716,1716
3853,Taiwan*,2020-04-29,6,6,6
3854,Thailand,2020-04-29,54,54,54
3856,Turkey,2020-04-29,3081,3081,3081
3857,US,2020-04-29,60967,60967,60967
3858,United Arab Emirates,2020-04-29,98,98,98
3859,United Kingdom,2020-04-29,26166,26166,26166
3842,Mexico,2020-04-29,1732,1732,1732
3851,Sweden,2020-04-29,2462,2462,2462
3841,Luxembourg,2020-04-29,89,89,89
3860,Vietnam,2020-04-29,0,0,0
3839,Japan,2020-04-29,413,413,413
3822,Australia,2020-04-29,91,91,91
3823,Austria,2020-04-29,580,580,580
3824,Belgium,2020-04-29,7501,7501,7501
3825,Brazil,2020-04-29,5513,5513,5513
3826,Canada,2020-04-29,3155,3155,3155
3827,China,2020-04-29,4637,4637,4637
3828,Denmark,2020-04-29,443,443,443
3829,Finland,2020-04-29,206,206,206
3840,"Korea, South",2020-04-29,247,247,247
3831,Germany,2020-04-29,6467,6467,6467
3832,Greece,2020-04-29,139,139,139
3833,Hungary,2020-04-29,300,300,300
3834,India,2020-04-29,1079,1079,1079
3835,Indonesia,2020-04-29,784,784,784
3836,Iran,2020-04-29,5957,5957,5957
3837,Israel,2020-04-29,215,215,215
3838,Italy,2020-04-29,27682,27682,27682
3830,France,2020-04-29,24090,24090,24090
3887,Russia,2020-04-30,1073,1073,1073
3886,Portugal,2020-04-30,989,989,989
3882,Netherlands,2020-04-30,4811,4811,4811
3884,Philippines,2020-04-30,568,568,568
3883,Norway,2020-04-30,210,210,210
3888,South Africa,2020-04-30,103,103,103
3885,Poland,2020-04-30,644,644,644
3889,Spain,2020-04-30,24543,24543,24543
3894,Tunisia,2020-04-30,41,41,41
3891,Switzerland,2020-04-30,1737,1737,1737
3892,Taiwan*,2020-04-30,6,6,6
3893,Thailand,2020-04-30,54,54,54
3895,Turkey,2020-04-30,3174,3174,3174
3896,US,2020-04-30,62996,62996,62996
3897,United Arab Emirates,2020-04-30,105,105,105
3898,United Kingdom,2020-04-30,26842,26842,26842
3881,Mexico,2020-04-30,1859,1859,1859
3890,Sweden,2020-04-30,2586,2586,2586
3899,Vietnam,2020-04-30,0,0,0
3880,Luxembourg,2020-04-30,90,90,90
3878,Japan,2020-04-30,430,430,430
3879,"Korea, South",2020-04-30,248,248,248
3861,Australia,2020-04-30,93,93,93
3862,Austria,2020-04-30,584,584,584
3863,Belgium,2020-04-30,7594,7594,7594
3864,Brazil,2020-04-30,6006,6006,6006
3866,China,2020-04-30,4637,4637,4637
3867,Denmark,2020-04-30,452,452,452
3868,Finland,2020-04-30,211,211,211
3865,Canada,2020-04-30,3310,3310,3310
3870,Germany,2020-04-30,6623,6623,6623
3869,France,2020-04-30,24379,24379,24379
3876,Israel,2020-04-30,222,222,222
3875,Iran,2020-04-30,6028,6028,6028
3874,Indonesia,2020-04-30,792,792,792
3877,Italy,2020-04-30,27967,27967,27967
3872,Hungary,2020-04-30,312,312,312
3871,Greece,2020-04-30,140,140,140
3873,India,2020-04-30,1154,1154,1154
3927,South Africa,2020-05-01,116,116,116
3921,Netherlands,2020-05-01,4909,4909,4909
3922,Norway,2020-05-01,210,210,210
3923,Philippines,2020-05-01,579,579,579
3924,Poland,2020-05-01,651,651,651
3925,Portugal,2020-05-01,1007,1007,1007
3926,Russia,2020-05-01,1169,1169,1169
3928,Spain,2020-05-01,24543,24543,24543
3920,Mexico,2020-05-01,1972,1972,1972
3930,Switzerland,2020-05-01,1754,1754,1754
3931,Taiwan*,2020-05-01,6,6,6
3932,Thailand,2020-05-01,54,54,54
3933,Tunisia,2020-05-01,41,41,41
3934,Turkey,2020-05-01,3258,3258,3258
3935,US,2020-05-01,64943,64943,64943
3936,United Arab Emirates,2020-05-01,111,111,111
3937,United Kingdom,2020-05-01,27583,27583,27583
3929,Sweden,2020-05-01,2653,2653,2653
3919,Luxembourg,2020-05-01,92,92,92
3938,Vietnam,2020-05-01,0,0,0
3917,Japan,2020-05-01,455,455,455
3900,Australia,2020-05-01,93,93,93
3901,Austria,2020-05-01,589,589,589
3902,Belgium,2020-05-01,7703,7703,7703
3903,Brazil,2020-05-01,6412,6412,6412
3904,Canada,2020-05-01,3537,3537,3537
3905,China,2020-05-01,4637,4637,4637
3906,Denmark,2020-05-01,460,460,460
3907,Finland,2020-05-01,218,218,218
3918,"Korea, South",2020-05-01,250,250,250
3909,Germany,2020-05-01,6736,6736,6736
3910,Greece,2020-05-01,140,140,140
3911,Hungary,2020-05-01,323,323,323
3912,India,2020-05-01,1223,1223,1223
3913,Indonesia,2020-05-01,800,800,800
3914,Iran,2020-05-01,6091,6091,6091
3915,Israel,2020-05-01,225,225,225
3916,Italy,2020-05-01,28236,28236,28236
3908,France,2020-05-01,24597,24597,24597
3961,Norway,2020-05-02,211,211,211
3962,Philippines,2020-05-02,603,603,603
3964,Portugal,2020-05-02,1023,1023,1023
3965,Russia,2020-05-02,1222,1222,1222
3966,South Africa,2020-05-02,123,123,123
3967,Spain,2020-05-02,25100,25100,25100
3968,Sweden,2020-05-02,2669,2669,2669
3972,Tunisia,2020-05-02,42,42,42
3970,Taiwan*,2020-05-02,6,6,6
3971,Thailand,2020-05-02,54,54,54
3960,Netherlands,2020-05-02,5003,5003,5003
3973,Turkey,2020-05-02,3336,3336,3336
3974,US,2020-05-02,66369,66369,66369
3975,United Arab Emirates,2020-05-02,119,119,119
3976,United Kingdom,2020-05-02,28205,28205,28205
3977,Vietnam,2020-05-02,0,0,0
3969,Switzerland,2020-05-02,1762,1762,1762
3959,Mexico,2020-05-02,2061,2061,2061
3963,Poland,2020-05-02,664,664,664
3958,Luxembourg,2020-05-02,92,92,92
3957,"Korea, South",2020-05-02,250,250,250
3939,Australia,2020-05-02,94,94,94
3940,Austria,2020-05-02,596,596,596
3941,Belgium,2020-05-02,7765,7765,7765
3942,Brazil,2020-05-02,6761,6761,6761
3943,Canada,2020-05-02,3684,3684,3684
3945,Denmark,2020-05-02,475,475,475
3946,Finland,2020-05-02,220,220,220
3947,France,2020-05-02,24763,24763,24763
3944,China,2020-05-02,4637,4637,4637
3949,Greece,2020-05-02,143,143,143
3948,Germany,2020-05-02,6812,6812,6812
3955,Italy,2020-05-02,28710,28710,28710
3954,Israel,2020-05-02,229,229,229
3953,Iran,2020-05-02,6156,6156,6156
3956,Japan,2020-05-02,474,474,474
3951,India,2020-05-02,1323,1323,1323
3950,Hungary,2020-05-02,335,335,335
3952,Indonesia,2020-05-02,831,831,831
4005,South Africa,2020-05-03,131,131,131
3999,Netherlands,2020-05-03,5072,5072,5072
4000,Norway,2020-05-03,211,211,211
4001,Philippines,2020-05-03,607,607,607
4002,Poland,2020-05-03,678,678,678
4003,Portugal,2020-05-03,1043,1043,1043
4004,Russia,2020-05-03,1280,1280,1280
4006,Spain,2020-05-03,25264,25264,25264
3998,Mexico,2020-05-03,2154,2154,2154
4008,Switzerland,2020-05-03,1762,1762,1762
4009,Taiwan*,2020-05-03,6,6,6
4010,Thailand,2020-05-03,54,54,54
4011,Tunisia,2020-05-03,42,42,42
4012,Turkey,2020-05-03,3397,3397,3397
4013,US,2020-05-03,67682,67682,67682
4014,United Arab Emirates,2020-05-03,126,126,126
4015,United Kingdom,2020-05-03,28520,28520,28520
4007,Sweden,2020-05-03,2679,2679,2679
4016,Vietnam,2020-05-03,0,0,0
3997,Luxembourg,2020-05-03,96,96,96
3995,Japan,2020-05-03,487,487,487
3978,Australia,2020-05-03,95,95,95
3979,Austria,2020-05-03,598,598,598
3980,Belgium,2020-05-03,7844,7844,7844
3981,Brazil,2020-05-03,7051,7051,7051
3982,Canada,2020-05-03,3795,3795,3795
3983,China,2020-05-03,4637,4637,4637
3984,Denmark,2020-05-03,484,484,484
3985,Finland,2020-05-03,230,230,230
3996,"Korea, South",2020-05-03,252,252,252
3987,Germany,2020-05-03,6866,6866,6866
3988,Greece,2020-05-03,144,144,144
3989,Hungary,2020-05-03,340,340,340
3990,India,2020-05-03,1391,1391,1391
3991,Indonesia,2020-05-03,845,845,845
3992,Iran,2020-05-03,6203,6203,6203
3993,Israel,2020-05-03,232,232,232
3994,Italy,2020-05-03,28884,28884,28884
3986,France,2020-05-03,24900,24900,24900
4043,Russia,2020-05-04,1356,1356,1356
4042,Portugal,2020-05-04,1063,1063,1063
4038,Netherlands,2020-05-04,5098,5098,5098
4040,Philippines,2020-05-04,623,623,623
4039,Norway,2020-05-04,214,214,214
4044,South Africa,2020-05-04,138,138,138
4041,Poland,2020-05-04,698,698,698
4045,Spain,2020-05-04,25428,25428,25428
4050,Tunisia,2020-05-04,43,43,43
4047,Switzerland,2020-05-04,1784,1784,1784
4048,Taiwan*,2020-05-04,6,6,6
4049,Thailand,2020-05-04,54,54,54
4051,Turkey,2020-05-04,3461,3461,3461
4052,US,2020-05-04,68922,68922,68922
4053,United Arab Emirates,2020-05-04,137,137,137
4054,United Kingdom,2020-05-04,28809,28809,28809
4037,Mexico,2020-05-04,2271,2271,2271
4046,Sweden,2020-05-04,2769,2769,2769
4055,Vietnam,2020-05-04,0,0,0
4036,Luxembourg,2020-05-04,96,96,96
4034,Japan,2020-05-04,536,536,536
4035,"Korea, South",2020-05-04,254,254,254
4017,Australia,2020-05-04,96,96,96
4018,Austria,2020-05-04,600,600,600
4019,Belgium,2020-05-04,7924,7924,7924
4020,Brazil,2020-05-04,7367,7367,7367
4022,China,2020-05-04,4637,4637,4637
4023,Denmark,2020-05-04,493,493,493
4024,Finland,2020-05-04,240,240,240
4021,Canada,2020-05-04,4003,4003,4003
4026,Germany,2020-05-04,6993,6993,6993
4025,France,2020-05-04,25204,25204,25204
4032,Israel,2020-05-04,235,235,235
4031,Iran,2020-05-04,6277,6277,6277
4030,Indonesia,2020-05-04,864,864,864
4033,Italy,2020-05-04,29079,29079,29079
4028,Hungary,2020-05-04,351,351,351
4027,Greece,2020-05-04,146,146,146
4029,India,2020-05-04,1566,1566,1566
4083,South Africa,2020-05-05,148,148,148
4077,Netherlands,2020-05-05,5185,5185,5185
4078,Norway,2020-05-05,215,215,215
4079,Philippines,2020-05-05,637,637,637
4080,Poland,2020-05-05,716,716,716
4081,Portugal,2020-05-05,1074,1074,1074
4082,Russia,2020-05-05,1451,1451,1451
4084,Spain,2020-05-05,25613,25613,25613
4076,Mexico,2020-05-05,2507,2507,2507
4086,Switzerland,2020-05-05,1795,1795,1795
4087,Taiwan*,2020-05-05,6,6,6
4088,Thailand,2020-05-05,54,54,54
4089,Tunisia,2020-05-05,43,43,43
4090,Turkey,2020-05-05,3520,3520,3520
4091,US,2020-05-05,71064,71064,71064
4092,United Arab Emirates,2020-05-05,146,146,146
4093,United Kingdom,2020-05-05,29501,29501,29501
4094,Vietnam,2020-05-05,0,0,0
4075,Luxembourg,2020-05-05,96,96,96
4085,Sweden,2020-05-05,2854,2854,2854
4073,Japan,2020-05-05,556,556,556
4056,Australia,2020-05-05,97,97,97
4057,Austria,2020-05-05,606,606,606
4058,Belgium,2020-05-05,8016,8016,8016
4059,Brazil,2020-05-05,7938,7938,7938
4060,Canada,2020-05-05,4190,4190,4190
4061,China,2020-05-05,4637,4637,4637
4062,Denmark,2020-05-05,503,503,503
4063,Finland,2020-05-05,246,246,246
4074,"Korea, South",2020-05-05,255,255,255
4065,Germany,2020-05-05,6993,6993,6993
4066,Greece,2020-05-05,146,146,146
4067,Hungary,2020-05-05,363,363,363
4068,India,2020-05-05,1693,1693,1693
4069,Indonesia,2020-05-05,872,872,872
4070,Iran,2020-05-05,6340,6340,6340
4071,Israel,2020-05-05,238,238,238
4072,Italy,2020-05-05,29315,29315,29315
4064,France,2020-05-05,25537,25537,25537
4122,South Africa,2020-05-06,153,153,153
4121,Russia,2020-05-06,1537,1537,1537
4117,Norway,2020-05-06,216,216,216
4119,Poland,2020-05-06,733,733,733
4118,Philippines,2020-05-06,658,658,658
4123,Spain,2020-05-06,25857,25857,25857
4120,Portugal,2020-05-06,1089,1089,1089
4124,Sweden,2020-05-06,2941,2941,2941
4129,Turkey,2020-05-06,3584,3584,3584
4126,Taiwan*,2020-05-06,6,6,6
4127,Thailand,2020-05-06,55,55,55
4128,Tunisia,2020-05-06,43,43,43
4130,US,2020-05-06,73455,73455,73455
4131,United Arab Emirates,2020-05-06,157,157,157
4132,United Kingdom,2020-05-06,30150,30150,30150
4133,Vietnam,2020-05-06,0,0,0
4116,Netherlands,2020-05-06,5221,5221,5221
4125,Switzerland,2020-05-06,1805,1805,1805
4115,Mexico,2020-05-06,2704,2704,2704
4114,Luxembourg,2020-05-06,98,98,98
4113,"Korea, South",2020-05-06,256,256,256
4096,Austria,2020-05-06,608,608,608
4097,Belgium,2020-05-06,8339,8339,8339
4098,Brazil,2020-05-06,8588,8588,8588
4099,Canada,2020-05-06,4366,4366,4366
4100,China,2020-05-06,4637,4637,4637
4101,Denmark,2020-05-06,506,506,506
4102,Finland,2020-05-06,252,252,252
4103,France,2020-05-06,25812,25812,25812
4095,Australia,2020-05-06,97,97,97
4105,Greece,2020-05-06,147,147,147
4106,Hungary,2020-05-06,373,373,373
4107,India,2020-05-06,1785,1785,1785
4108,Indonesia,2020-05-06,895,895,895
4109,Iran,2020-05-06,6418,6418,6418
4110,Israel,2020-05-06,239,239,239
4111,Italy,2020-05-06,29684,29684,29684
4112,Japan,2020-05-06,556,556,556
4104,Germany,2020-05-06,7275,7275,7275
4161,South Africa,2020-05-07,161,161,161
4160,Russia,2020-05-07,1625,1625,1625
4156,Norway,2020-05-07,217,217,217
4158,Poland,2020-05-07,755,755,755
4157,Philippines,2020-05-07,685,685,685
